Size,Train,Test,LR_Acc,LR_Precision,LR_Recall,LR_F,NB_Acc,NB_Precision,NB_Recall,NB_F,SVM_Acc,SVM_Precision,SVM_Recall,SVM_F
55000,49500.0,5500.0,0.6056363636363636,0.6056363636363636,0.6056363636363636,0.6056363636363636,0.27454545454545454,0.27454545454545454,0.27454545454545454,0.27454545454545454,0.5314545454545454,0.5314545454545454,0.5314545454545454,0.5314545454545454
110000,99000.0,11000.0,0.6008181818181818,0.6008181818181818,0.6008181818181818,0.6008181818181818,0.2731818181818182,0.2731818181818182,0.2731818181818182,0.2731818181818182,0.5916363636363636,0.5916363636363636,0.5916363636363636,0.5916363636363636
165000,148500.0,16500.0,0.6036969696969697,0.6036969696969697,0.6036969696969697,0.6036969696969697,0.2736969696969697,0.2736969696969697,0.2736969696969697,0.2736969696969697,0.36054545454545456,0.36054545454545456,0.36054545454545456,0.3605454545454546
220000,198000.0,22000.0,0.6011818181818182,0.6011818181818182,0.6011818181818182,0.6011818181818182,0.2919090909090909,0.2919090909090909,0.2919090909090909,0.2919090909090909,0.49677272727272725,0.49677272727272725,0.49677272727272725,0.49677272727272725
275000,247500.0,27500.0,0.5996727272727272,0.5996727272727272,0.5996727272727272,0.5996727272727272,0.3095636363636364,0.3095636363636364,0.3095636363636364,0.3095636363636364,0.4884727272727273,0.4884727272727273,0.4884727272727273,0.4884727272727273
330000,297000.0,33000.0,0.6000606060606061,0.6000606060606061,0.6000606060606061,0.6000606060606061,0.2723939393939394,0.2723939393939394,0.2723939393939394,0.2723939393939394,0.41639393939393937,0.41639393939393937,0.41639393939393937,0.4163939393939394
385000,346500.0,38500.0,0.5981038961038961,0.5981038961038961,0.5981038961038961,0.5981038961038961,0.30064935064935067,0.30064935064935067,0.30064935064935067,0.30064935064935067,0.5042337662337663,0.5042337662337663,0.5042337662337663,0.5042337662337663
440000,396000.0,44000.0,0.6037954545454546,0.6037954545454546,0.6037954545454546,0.6037954545454546,0.2771818181818182,0.2771818181818182,0.2771818181818182,0.2771818181818182,0.3448181818181818,0.3448181818181818,0.3448181818181818,0.3448181818181818
495000,445500.0,49500.0,0.6041414141414141,0.6041414141414141,0.6041414141414141,0.6041414141414141,0.2681414141414141,0.2681414141414141,0.2681414141414141,0.2681414141414141,0.3673939393939394,0.3673939393939394,0.3673939393939394,0.3673939393939394
550000,495000.0,55000.0,0.6003454545454545,0.6003454545454545,0.6003454545454545,0.6003454545454545,0.2707272727272727,0.2707272727272727,0.2707272727272727,0.2707272727272727,0.3124727272727273,0.3124727272727273,0.3124727272727273,0.3124727272727273
605000,544500.0,60500.0,0.6026611570247934,0.6026611570247934,0.6026611570247934,0.6026611570247934,0.2796694214876033,0.2796694214876033,0.2796694214876033,0.2796694214876033,0.5221157024793388,0.5221157024793388,0.5221157024793388,0.5221157024793388
660000,594000.0,66000.0,0.5997272727272728,0.5997272727272728,0.5997272727272728,0.5997272727272728,0.2723333333333333,0.2723333333333333,0.2723333333333333,0.2723333333333333,0.48168181818181816,0.48168181818181816,0.48168181818181816,0.48168181818181816
715000,643500.0,71500.0,0.6000979020979021,0.6000979020979021,0.6000979020979021,0.6000979020979021,0.2737762237762238,0.2737762237762238,0.2737762237762238,0.2737762237762238,0.44194405594405595,0.44194405594405595,0.44194405594405595,0.44194405594405595
